LineItemId,userId,TimeInterval,UsageStartDate,UsageEndDate,LineItemType,ProductCode,productFamily,ProductName,Cost,exchangeRate
zvtcbvs4lhkf6z5x3qvxnzlw5uue3wqts3xzlhd65x73eyqdgpiq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-20T05:00:00Z,2022-11-20T06:00:00Z,Usage,AWSELB,,Elastic Load Balancing,4.05e-08,1441.1
zvlkljrcd6hmucgzhwbytopa32cvy3bfjdjatlnn6ww5s2bgndaa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-13T23:00:00Z,2022-11-14T00:00:00Z,Usage,AWSBackup,,AWS Backup,1.092451401,1441.1
zvh7g6bmqr4s5idnbgd6rvijr4cowzwtzbt2xjzumxulmjzeywdq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T08:00:00Z,2022-11-30T19:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,5.5144e-06,1441.1
zvehh25omerldoinzcjlyrhg7decoeadtvmflx765cqsnc5hmdza,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-20T09:00:00Z,2022-11-20T10:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,8.0702e-06,1441.1
ztyvgx3xg4ocfqzenluhxezaxxrldufvzxtytlijih4wgqi6qbua,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-14T09:00:00Z,2022-11-15T01:00:00Z,Usage,awskms,,AWS Key Management Service,0.0,1441.1
ztb3muugvm55luie7utpmawvwvi6eeovn5onrhty75urgfgi6dwa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-11-01T01:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,0.5,1441.1
zsxzw4ubct4if3smewkmnpendnhbc576besa53ssawvkkbtuxima,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-04T05:00:00Z,2022-11-30T04:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
zsnqxw3wfgcpqcncq2azkphgsoe2afkyjbdlr5alflu6a5fnfbdq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-10T20:00:00Z,2022-11-29T15:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,8.4e-06,1441.1
zrypz2zpsdl2kkbmwqezjr44hpu5pdyts7nnn5flwnfrgypbof7a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-15T01:00:00Z,2022-11-23T01:00:00Z,Usage,AWSELB,,Elastic Load Balancing,5.7891e-06,1441.1
zqutbyte6llf6hkynapncg5kusmgbm4ehq2hri5aog6mnzqy2xca,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-13T06:00:00Z,2022-11-13T07:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,1.067e-07,1441.1
zqn6abptaewi5wl5bocsavqjwdruqtshom5c3jycx2mqwoptqlka,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-15T15:00:00Z,2022-11-23T03:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zqgpyz5euywdy42rv3y4ehyid7yh7ixqe7xkekk3czfxot234x4a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-08T06:00:00Z,2022-11-23T04:00:00Z,Usage,AWSELB,,Elastic Load Balancing,0.0,1441.1
zqfg3pdd5ap2v2pzjo4hts73co744vhscepttvx5xykg7otegwkq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-15T03:00:00Z,2022-11-18T08:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.003443614,1441.1
zqa5cgdsobgbyefvqu3mcoggkke6l7i32z4dhgnybne27iq4x22a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T08:00:00Z,2022-11-09T09:00:00Z,Usage,AWSQueueService,,Amazon Simple Queue Service,0.0,1441.1
zpzijjloksksgbwhmtrouw57yvrr6ltkgggb7qjie3ougbtyn2ba,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-03T07:00:00Z,2022-11-28T04:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
zpykmb3ohkfif4tca7vtn5peimlk22d7vwqbnkzvecupv2t4lava,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-04T05:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,2.545208312,1441.1
zpwfb2za5q6xyf5w3q4r6c4mn5bqvp6vpsfwcazgouypbwrelw3q,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T10:00:00Z,2022-11-09T12:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zpsjhyskiqqlqnedcxtpus4rkstc6y4cdxzwxj3njkjaki7jklfq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T06:00:00Z,2022-11-28T21:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,9.21444e-05,1441.1
zppdf7x5ej3a2xw7wxg3pd4i35kww5oghs5ywkmjbio5q56k2alq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-28T19:00:00Z,2022-11-28T20:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zpk3hz725t226w5aaemhbp36waobvsbvnbnusyp5p3wtfyr6fbua,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T10:00:00Z,2022-11-28T18:00:00Z,Usage,AWSELB,,Elastic Load Balancing,7.3311e-06,1441.1
zpgavl4bws2m3bbzipfbpxdewk2sfw4qsmmmmmlabnzpjw3gneia,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-27T11:00:00Z,2022-11-27T12:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,1.75e-07,1441.1
zozzn6kmawbwbzwsv2vde5h73ufz55ioua6poaluzzz44us3oyeq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T11:00:00Z,2022-11-01T12:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,4.4757e-06,1441.1
zohwvip465tpnkmeigscagg375zmbwwwvt2hbrasu7pys2ifmbqq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-30T00:00:00Z,2022-12-01T00:00:00Z,Usage,AWSELB,,Elastic Load Balancing,8.0847e-06,1441.1
znu64yvjtpbexbgxci6d5qboso7ymasumulyhjk3y7msrrwhbvea,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,2.736,1441.1
znefucbequfek2tcvu3og3fnu62b7lyffknljyaumeq3i3oo2vwq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-20T00:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.000613468,1441.1
zmunqgw4ncssrjkv2vboh23g5csqbeowp6s4mhyhwxlap23kpwnq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T02:00:00Z,2022-11-30T21:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,5.08e-05,1441.1
zmp7garwcutp5sdnclw77ycigu3myw63dgz7acnfr3w4espue6zq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-02T00:00:00Z,2022-11-30T23:00:00Z,Usage,AWSELB,,Elastic Load Balancing,5.4157e-06,1441.1
zm4w3noesiuyku25wzp75hma4dmkkcxifaxovkuo5ljunm2rempa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-11T21:00:00Z,2022-11-29T06:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zm3nftcno6s6dumuhh47ry26uquxrkwp4ijjjzh6vbcenili3iuq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-11T12:00:00Z,2022-11-28T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zlttycokdxxbklyktx52g2rchuj7oxm3f3fk3tijj2alr4sgmmva,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-25T20:00:00Z,2022-11-25T21:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,4e-07,1441.1
zlpah5np7isxfdyz3bge3wtr63ca2lin4hg7vwf2qsyyjolgusda,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zlh7k3r7jg6yugimrfplqvoskrux3yioajdseqvv4tolqhxgyyea,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T02:00:00Z,2022-11-30T16:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zlfutzd2d3zxvbrxhhq4v7jag5hol6bp6nbwwvoukj3vgpm5juyq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-27T18:00:00Z,2022-11-30T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zlc43rxg5u7upp23sfywffi5tdjfrvpsbqrzaqpunki7z5wu6mxq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-14T17:00:00Z,2022-11-29T16:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,6.473e-07,1441.1
zl4t4u7uysir5zc3l4uftovnvq62kxarigtw3ypcexvrckuvveha,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-23T09:00:00Z,2022-11-23T10:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,3.1e-09,1441.1
zky6kx3dljjx7msmrgos4q7xtx3csgtk7he4tfedzcohpnm74psq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-28T03:00:00Z,2022-11-28T04:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,6.524e-07,1441.1
zkbjvcaebaxj7yiibm4dnbu2lnmz2nsn65duugpaqtdw5fgzjsvq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-18T07:00:00Z,2022-11-24T03:00:00Z,Usage,AmazonCloudFront,,Amazon CloudFront,0.0,1441.1
zk5lnjcswd3iuqjuwg7gpqxa4eefw7zonwybh5glyh5ngcyuhttq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-24T06:00:00Z,2022-11-30T12:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.011507025,1441.1
zjuunsmt2p5kooeoo6yplvr6rwxlduck67pusfonn6w6jwuj7uha,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-14T10:00:00Z,2022-11-22T11:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zitgnqy4ygjq6rq7x4tb3yhxhkizsv5fbgyxqs2mr6ycydno7qbq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-28T02:00:00Z,2022-11-28T03:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,4.95e-08,1441.1
zigeo4kax3vgfpd5g5tf2u6qgt2wfcvzhimf6pb22zzvl4kahiha,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T08:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zhncrulhls5rverg4rdxblgypoywp6cmwuyb5qj7ubyjrmlvc4mq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T06:00:00Z,2022-11-30T19:00:00Z,Usage,AWSELB,,Elastic Load Balancing,1.78521e-05,1441.1
zhjyybpmllovmmhugeon7i3polqufmvgxbyydgesm45n6cklzaxa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T03:00:00Z,2022-11-30T07:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
zhfcc3s6j6isxqxgcus667rljoihiuyueafel25swmlidydozcjq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-30T03:00:00Z,2022-11-30T04:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,8.9514e-06,1441.1
zhbjg6iwaua4vsplzsjdotv4oytyvg3g7an72excb5uw3aow6rja,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T09:00:00Z,2022-11-26T00:00:00Z,Usage,AWSELB,,Elastic Load Balancing,0.0,1441.1
zgqjshax2z5qfyrmkbpnpyyl5b3fl3cunxblgeqfx4ggrz47ytua,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-14T15:00:00Z,2022-11-14T16:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,5.0204e-06,1441.1
zgbrsjir3kyajy62pkjhlrm62bx2oojz5dkixq5uk5emvyroafqq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-23T15:00:00Z,2022-11-23T19:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,5.83e-08,1441.1
zg3w772ome6ccl2ywuufiejxrjxvvakuxhz7yrr7km33bwsc2wxa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-18T07:00:00Z,2022-11-18T09:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
zfdgbtnw57apxxl2q5czaxd3fryzscq22e3uvaqvnvdavchw62qq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-25T00:00:00Z,2022-11-30T01:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,4.9194e-06,1441.1
zf6fsiyqybtcxx4bviwyrh35nwuu4hlfz4c4sv7k5smug3jmrlna,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-06T22:00:00Z,2022-11-27T23:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zeq7hfvoxpctbk2igskkplfaewayqqrzsc6p54iikabk4muiadmq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T02:00:00Z,2022-11-04T03:00:00Z,Usage,AmazonEC2,32-bit or 64-bit,Amazon Elastic Compute Cloud,0.944128973,1441.1
zejzozajf67i7gilmiez5onbtdwlr3ixdsk2htvwszlzfe7lor7q,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-24T05:00:00Z,2022-11-29T08:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,3.22938e-05,1441.1
zdyngmm7kmws6hhagyj5ifr55fk2x4z5fzz3kkam6hoja6f4wz3a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T12:00:00Z,2022-11-25T15:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,3.563e-07,1441.1
zdst57desu6khnqjrba2guh6ovcrr573jbjffn4idpqlir3ucqda,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-25T01:00:00Z,2022-11-30T02:00:00Z,Usage,AmazonCloudWatch,,AmazonCloudWatch,0.0,1441.1
zdlx6ocaoy7tb476q2gme653zo6uljvg4t5uxe5evoxgp2t3ywiq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-02T01:00:00Z,2022-11-30T16:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.000130677,1441.1
zdd4ekjjtaeu27cfmwto7ato6h4hm6ibryrzskrr7lmu6cpdinpa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-04T05:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,8.4591e-06,1441.1
zd62si54xjqjsx3o36lb65declwdeogrg6zf2mmbyltf7uevquwa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-02T04:00:00Z,2022-11-29T09:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zcvjstf7yex727xxbstmkjzixfi3nvy3abnvc7wswuofjr6vznga,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-11-06T11:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,8.12238e-05,1441.1
zclfwx63n5osdozthqlv4ko5f3xz4keqqo7p5wqumqr5lpna4yfa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T04:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.000772193,1441.1
zcfg3lxtclbofrw2v43vwzq45qsky3ysaeuphvemqwrqkcg7oyoa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T02:00:00Z,2022-11-29T08:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
zbix2cp7c5e3g4x5ceucqzopjeuvwn4kklap5q5qde6llx57dtva,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-07T10:00:00Z,2022-11-30T20:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,3.52e-05,1441.1
zb6naa742oeg3tkbixfodnwlv5ew6yuluocccejw43jcvtsrg34a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T03:00:00Z,2022-12-01T00:00:00Z,Usage,AWSELB,,Elastic Load Balancing,0.001362122,1441.1
zb4oxzlar4fwuvxlkvjtj4hhpveqgcmnlmundawudycvhl722zwq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-11T10:00:00Z,2022-11-16T14:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,8.7302e-06,1441.1
zb2ar5ufayua37l3ckeprb6vhsqe3zggohlpgnisx2x35ptht3qq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T03:00:00Z,2022-12-01T00:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,0.0001052,1441.1
zaz7rvxp4n5j4bp2d2isog3fg2uhfiz4v7y4xscvaokuw45lbm4a,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-22T04:00:00Z,2022-11-30T16:00:00Z,Usage,AWSServiceCatalog,,AWS Service Catalog,0.0,1441.1
zax6dikvlvbckwq2qgmbc2grwcbrgkv2c2fw2ge5uoatdhj66oua,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-27T22:00:00Z,2022-11-30T13:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.000223304,1441.1
zauoq7ogtcrbwez2r4ikkmr2po6pv37fy6z4izerfvlasiqq3imq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-11-03T09:00:00Z,Usage,AWSELB,,Elastic Load Balancing,1.185595406,1441.1
zajffz7jkihbpynmokprs4tuea7tvkzggxtsxyzyo7zin6zfgrhq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-09T09:00:00Z,2022-11-11T03:00:00Z,Usage,AmazonECS,,Amazon Elastic Container Service,0.0,1441.1
z7k76c2sldam6hlvuo5ifsmlzkdfxn4b7avi7sy5mjvcvsncndna,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-11-02T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,3.892e-07,1441.1
z7fkobemclihrjyibfuccpzug7v5gkf2zc7lp7qhvcfawomgukaa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T08:00:00Z,2022-11-30T21:00:00Z,Usage,AmazonRDS,,Amazon Relational Database Service,0.0,1441.1
z7bvmt5wcigxcynafdbfnxclodtugzfqepteqfsvgp5fqqfuaznq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-29T16:00:00Z,2022-11-29T17:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
z76draxgqnmcemyscm2v62vuuqa4q2zgwa3ch2ifdvmfpuqdihia,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T20:00:00Z,2022-11-24T03:00:00Z,Usage,AmazonRoute53,,Amazon Route 53,1.44e-05,1441.1
z6pmz4bq3ttq5cbsne7xlpyafjdtfmzxybprmiez7rnr2pynzdxq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-10T02:00:00Z,2022-11-10T03:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
z6cfreqswckqvmao5lfzzalxdovsyubyxbyivqzs4kqtvv6ptafa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-15T03:00:00Z,2022-11-18T08:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.002838635,1441.1
z5wcjn5647obp52rhtwzn4365qk2anbriedjntuonz4r4pf4ovsa,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T05:00:00Z,2022-11-30T23:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.0,1441.1
z5gvfls37n2aaoitwp25isqhdtugthhnrjtwjz52akeulmfvos7q,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-30T15:00:00Z,2022-11-30T16:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,0.0,1441.1
z5grinefbnimjdoaden6jtnsfswdwc4hhnutmxxw3zszt3hhi7pq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-08T00:00:00Z,2022-11-29T13:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,1.00617e-05,1441.1
z5g6263eim7ltg3lccfkewrpi3agtpcdwssmf7q543ndk3mjhfjq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T12:00:00Z,2022-11-01T13:00:00Z,Usage,AmazonS3,,Amazon Simple Storage Service,3.262e-07,1441.1
z5fdau3gry7rr5qmbjyxpuyodnr6zcpzvi3bs7p3tzptcoq4cbfq,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-04T05:00:00Z,2022-11-20T00:00:00Z,Usage,AmazonEC2,,Amazon Elastic Compute Cloud,0.279483955,1441.1
z4toohqs5grvmb2gk7zaokrxnikwsf367mj5d7u4hvhfwqrf6sha,12344321,2022-11-01T00:00:00Z/2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,2022-11-20T00:00:00Z,Usage,AmazonRDS,,Amazon Relational Database Service,8.12283e-05,1441.1
